centroid_x,centroid_y,radius_500
385530.34795287176,61105.04188157721,
385032.35749498045,62348.44002618098,
385838.49448079366,62050.037086509,
386644.7118903451,61751.605919059235,
386606.1985525338,61633.47891468827,
385579.51562950056,62294.82054746083,
385540.99837696616,62176.7059289865,
384953.9027968668,60722.69409692544,
385135.8385287964,60241.57212809791,
384771.98117403826,61203.7793410711,
385877.01057633164,62168.15481337188,
386020.4544157847,61568.99211598553,
386029.7547269893,61251.12958628892,
386509.27748377103,60643.315086504845,
386058.97083436954,61687.11740067318,
385329.83463861124,62221.77802126079,
383016.5704037417,62399.7340076701,
383275.456240149,62154.976941069246,
387881.6391377791,59655.21496734702,
382805.45713520807,62444.79988646528,
384226.3009468726,62646.81472741067,
384389.6519177894,62801.43623643364,
385511.769335361,61740.75394680344,
383699.243447425,63454.04781976864,
383881.08897829975,62973.138286476715,
383582.13005880197,61710.50248214362,
387152.240680939,60190.10634458325,
382229.11128871934,62062.532430351836,
382190.57678247144,61944.429585140046,
384129.24701706984,61656.86676829006,
384090.72091980604,61538.74971020868,
386893.18307909917,60434.978563737444,
387363.46707087115,60145.0040395536,
386586.30968883896,60879.59450005954,
382420.1282832514,61263.73243553345,
383827.24039521377,57614.2129784553,
383165.9465525641,58703.4956285135,
382762.0768397353,58157.8351377631,
388524.7515923182,59201.90275931142,
384154.04863447143,57923.59216220733,
383713.15435747535,58649.77778156613,43.0
383972.1295499794,58404.85843569722,43.0
381839.6404704932,65366.32871949233,
383250.69158172206,57231.79210312202,
388553.90478065424,59638.04582466216,
383068.8052697955,57713.09072327342,
383030.26382209663,57594.92317560078,
384223.3372765735,59867.78894857145,
383759.41747099574,57059.85549275368,
382638.8494438191,59511.191937485426,
382146.17349079566,64922.100725409786,
382107.64588151395,64804.03833213967,
382668.15973011224,59947.22172695807,
383329.33826769446,58858.16638006218,43.0
382850.00074899616,59466.08584565895,
383446.50072443817,60602.33327975567,
382523.23099212185,59156.76619880252,
382782.1550890025,58911.878192279546,
384799.80230895436,60250.14980970428,
384540.82942533965,60494.999359892994,
382928.67685182556,61091.96736027627,87.0
383426.45695897157,59848.43688457614,
383464.9906784675,59966.5746463315,
387948.181055545,58819.454380628056,
387977.3504304337,59255.60944749226,
388159.4415833558,58774.332244814366,
383776.2892540459,63690.22325262257,
384180.00447137933,64235.59384272424,
382759.31494220975,64033.53725881081,
385374.88709012436,59242.69640848606,
385336.36102260055,59124.53993522264,
384684.22176136344,59895.726027105586,
384866.1552260239,59414.55115416386,
386585.0455541307,59489.76446559205,
382970.4050521339,63988.4933263777,
383104.4493292385,63707.285510803486,
385760.1206201541,60424.17959064797,
386239.64921989304,59816.29042012522,
385643.2047163662,58679.82179175891,
383691.526291278,65160.692500789104,
384289.6570355849,59032.16544943631,
384548.64616581646,58787.25709480556,
383730.0451184728,65278.75699764043,
383873.3508116652,64679.90210467397,
383911.86996357096,64797.97415767837,
383183.07756601303,65332.29302899713,
383546.69024619076,64370.71732470973,
383364.8768572921,64851.523538344794,
386031.07002438133,62640.61088916266,
384418.90897275426,63237.31058158433,
384160.00106939184,63482.032365232444,
385483.9044309876,62694.22128518656,
385513.13238423376,63130.11947408486,
384736.3266176991,63864.2891674146,
384554.4529340677,64345.15159365032,
385206.3862994074,63574.52592866873,
385244.90164599824,63692.619452875435,
383961.14772504417,65987.11283965391,
383999.6631000913,66105.16695657298,
383452.713620566,66158.68057211042,
383146.1373114137,66602.8433573065,
382887.3326410055,66847.41386985875,
384642.1970689569,65652.45185229435,
385005.9348710624,64690.86951394495,
384824.0589198496,65171.67904322722,
381703.9332967281,64258.74363775509,
381540.60331219516,64104.15912545188,
382201.4617582427,63015.84274765234,
386392.44355966506,58898.95745322153,
384971.0453402651,58697.0193893052,
385903.5752215869,59824.87346947819,
385942.0966768658,59943.02267314461,
382346.3668781308,63805.91063592964,
386085.56506809965,59343.67226980188,
381876.4698692228,64095.63284743339,
381837.9388076912,63977.560079371426,
386124.0868464032,59461.82903180161,
385394.83694899693,59996.70691317561,
385758.78026395576,59034.30958300327,
385576.80155006883,59515.52661053692,
382484.69052125205,59038.62132244509,
381973.63999891555,65085.19009032729,
381810.31845864624,64930.61561397021,
382549.8656077626,65467.36743057829,
382732.7656181493,57721.70376082489,
383511.22258619894,58376.94298176247,43.0
382914.636517426,57240.41164241608,
382070.798092942,66074.62633232222,
381177.1668922326,65065.70142971082,
382993.3174930723,58866.76366637428,
383491.1790749123,57622.827055176866,
383529.7181592014,57740.996282624816,
383629.90605129075,61510.79159420068,
384331.1329379272,61929.615821785286,
382900.9797304856,62045.42459643907,
382939.51044823567,62163.529215702285,
383121.3370012327,61682.54306026056,
383842.56501030957,62855.040789649705,
383583.67103786574,63099.77355130808,
384024.4243189388,62374.086975521896,
384053.6919786023,62809.97926860398,
382632.8795665772,62607.96189564178,
383036.6307669698,63153.36921479031,
383697.7131411021,62064.83514360576,
386173.21504434553,60651.88675290809,
386211.7330449466,60770.0255755908,
384272.6074642307,61057.699775518005,
384311.133885935,61175.824390725546,
384887.5503868919,61558.14931589729,
385664.4914257184,60823.68738101719,
385963.33962270524,62086.559096107696,
385781.3885550297,62567.56698923566,
385098.715148027,61513.068636862736,
386472.0352882585,61914.80917516807,
386308.67072740465,61760.16242386486,
385357.6903545159,61268.25672511862,
388131.3977897262,59728.26642745632,
388169.9083954959,59846.4269634706,
386557.10615727445,60443.5529210114,
386921.14448756614,59481.17711679034,
387622.54638966406,59900.11571288159,
382409.2575138628,60192.065601072274,
387315.6238716838,60344.7804489501,
387133.5901517578,60825.93344424705,
386874.5441617659,61070.77901558682,
382506.42150929896,61182.13405184946,87.0
387344.80726906436,60780.83990932163,
382544.9563942516,61300.24899678281,87.0
383780.971626423,59204.023146996835,43.0
383051.91993806727,59738.88298983267,
382793.0004708138,59983.73884385764,
383263.07580025255,59693.77952574317,
383696.1826327523,60675.370091631616,
383734.7128980679,60793.497478070436,
384204.81411731895,60503.573814995725,
382486.3328166315,60428.320878958075,
383187.58207202546,60847.15653446441,87.00000000000001
383839.5305780463,60076.130478013416,
383878.06166159647,60194.266903852935,
388102.23345069843,59292.1352860623,
384025.9244886074,63763.26038754637,
384064.4452241971,63881.34597546315,
382126.0721728378,64168.66374329587,
382164.6013146198,64286.735126005944,
383517.4120175994,63934.92062915343,
383816.3308500049,65197.210651146415,
383634.5151869591,65677.96397245566,
384324.8154085615,65025.60111224968,
384161.48869177426,64871.011455875145,
382740.86086671706,64668.93818265351,
383210.7869616154,64379.239243819924,
382951.94171457144,64623.90302753367,
384707.0792717059,63428.44472377901,
385070.8768396808,62466.5499581156,
384888.9710033377,62947.5157021759,
385475.98336618394,64401.14945217118,
385514.495259707,64519.23259416142,
384967.42088608805,64572.79105647559,
385465.3298421931,63329.79900499191,
385494.5570697822,63765.66133183976,
384085.9472876331,66023.6313208171,
383010.52417075256,65495.376949427766,
383089.15277240897,67120.00360729487,
383434.23197043955,66793.91966339995,
384728.491475408,65570.90808073455,
384767.0040985767,65688.97147196652,
381924.20955197676,63896.00108162931,
